rank,personName,age,country,source,industries,title,finalWorth,gender,birthDate
2046,Onkar Kanwar,81,India,Tires,['Automotive'],,1500.0,M,-853718400000
2046,Andrew Karam,42,United States,mobile games,['Media & Entertainment'],,1500.0,M,382320000000
2046,Ke Xiping & family,63,China,Investments,['Diversified'],,1500.0,M,-301968000000
2046,Randal J. Kirk,70,United States,Pharmaceuticals,['Healthcare'],,1500.0,M,-499824000000
2046,Koh Wee Meng,60,Singapore,"Real estate, hotels",['Real Estate'],,1500.0,M,-205286400000
2046,Andrei Krivenko,48,Russia,Retail,['Food & Beverage'],,1500.0,M,175478400000
2046,Lai Jianping,,China,Soy sauce,['Food & Beverage'],,1500.0,M,
2046,Lau Cho Kun,88,Malaysia,"Palm oil, property",['Diversified'],,1500.0,M,-1072224000000
2046,Joe Lau,34,United States,Blockchain technology,['Technology'],,1500.0,M,615254400000
2046,Paul Lee,66,China,Battery separators,['Manufacturing'],,1500.0,M,-378691200000
2046,Lee Su-jin,46,South Korea,Hospitality,['Technology'],,1500.0,M,255139200000
2046,Lei Jufang,71,China,Pharmaceuticals,['Healthcare'],,1500.0,F,-536284800000
2046,Bernard Lewis & family,98,United Kingdom,Fashion retailer,['Fashion & Retail'],,1500.0,M,-1385078400000
2046,Jet Jie Li,49,China,package delivery,['Logistics'],,1500.0,M,157766400000
2046,Li Weiguo,59,China,Construction materials,['Manufacturing'],,1500.0,M,-157766400000
2046,Sara Liu,62,United States,Computer hardware,['Technology'],,1500.0,F,-252460800000
2046,Aloke Lohia,65,Thailand,Petrochemicals,['Manufacturing'],,1500.0,M,-350179200000
2046,Brandt Louie,80,Canada,Drugstores,['Food & Beverage'],,1500.0,M,-836092800000
2046,Yusaku Maezawa,48,Japan,Online retail,['Technology'],,1500.0,M,185846400000
2046,George Marcus,82,United States,Real estate,['Real Estate'],,1500.0,M,-895622400000
2046,Athanasios Martinos & family,74,Greece,"Shipping, real estate",['Logistics'],,1500.0,M,-631152000000
2046,Jeffrey Michael & family,67,United States,Data management,['Technology'],,1500.0,M,-424656000000
2046,Neide Helena de Moraes,69,Brazil,Diversified,['Diversified'],,1500.0,F,-469497600000
2046,Robert Mouawad,79,Bahrain,Fine jewelry,['Service'],,1500.0,M,-788918400000
2046,Ben Navarro,61,United States,Investments,['Finance & Investments'],,1500.0,M,-226108800000
2046,Park Soon-jae,69,South Korea,Biopharmaceuticals,['Healthcare'],,1500.0,M,-474249600000
2046,Tom Persson,39,Sweden,H&M,['Fashion & Retail'],,1500.0,M,473385600000
2046,Catherine Phillips,,Canada,investments,['Finance & Investments'],,1500.0,F,
2046,John Phillips,73,Canada,investments,['Finance & Investments'],,1500.0,M,-599616000000
2046,G.V. Prasad,63,India,Pharmaceuticals,['Healthcare'],,1500.0,M,-287452800000
2046,Liesel Pritzker Simmons,40,United States,"Hotels, investments",['Diversified'],,1500.0,F,448156800000
2046,Jimmy Rane,77,United States,Lumber,['Manufacturing'],,1500.0,M,-735177600000
2046,Krit Ratanarak,77,Thailand,"Media, real estate",['Media & Entertainment'],,1500.0,M,-748051200000
2046,Igor Rotenberg,50,Russia,"Investments, real estate",['Diversified'],,1500.0,M,105753600000
2046,Ruan Shuilong & family,88,China,Chemicals,['Manufacturing'],,1500.0,M,-1075680000000
2046,Gerald Schwartz,82,Canada,Finance,['Finance & Investments'],,1500.0,M,-886896000000
2046,Paul Sciarra,43,United States,Pinterest,['Technology'],,1500.0,M,351043200000
2046,Sytse 'Sid' Sijbrandij,44,United States,Software,['Technology'],,1500.0,M,302313600000
2046,Charlotte Soderstrom,47,Sweden,H&M,['Fashion & Retail'],,1500.0,F,220924800000
2046,Timothy Springer,76,United States,Biotech,['Healthcare'],,1500.0,M,-689731200000
2046,Hal Steinbrenner,55,United States,Sports,['Sports'],,1500.0,M,-34041600000
2046,Jessica Steinbrenner,60,United States,Sports,['Sports'],,1500.0,F,-182044800000
2046,Jennifer Steinbrenner Swindal,64,United States,Sports,['Sports'],,1500.0,F,-329184000000
2046,Christopher Stolte,51,United States,software,['Technology'],,1500.0,M,92448000000
2046,Ling Tang,,,Mobile games,['Media & Entertainment'],,1500.0,F,
2046,Jeff Tangney,51,United States,Healthcare IT,['Healthcare'],CEO,1500.0,M,82166400000
2046,Alain Taravella,76,France,Real estate development,['Real Estate'],,1500.0,M,-694310400000
2046,Carmen Thyssen,80,Andorra,"Investments, art",['Manufacturing'],,1500.0,F,-842400000000
2046,John Van Lieshout,78,Australia,Real estate,['Real Estate'],,1500.0,M,-756432000000
2046,Nikil Viswanathan,36,United States,Blockchain technology,['Technology'],,1500.0,M,561340800000
2046,Arkady Volozh,60,Israel,Search engine,['Technology'],,1500.0,M,-185846400000
2046,Chris Wallin,71,Australia,Mining,['Metals & Mining'],,1500.0,M,-536457600000
2046,Wang Junmin,55,China,Pharmaceuticals,['Healthcare'],,1500.0,M,-33264000000
2046,Stephen Winn,77,United States,Real estate services,['Real Estate'],,1500.0,M,-735436800000
2046,Wu Lanlan & family,50,China,Packaging,['Manufacturing'],,1500.0,F,126230400000
2046,Wu Yulan,54,China,Pharmaceuticals,['Healthcare'],,1500.0,F,-11059200000
2046,Xiang Guangming & family,60,China,Waste disposal,['Manufacturing'],,1500.0,M,-197337600000
2046,Xu Chuanhua & family,89,China,"Chemicals, logistics",['Manufacturing'],Founder,1500.0,M,-1104537600000
2046,Xu Zhenhua,,China,Online games,['Media & Entertainment'],,1500.0,M,
2046,Xue Xiangdong & family,65,China,Software,['Technology'],,1500.0,M,-343699200000
2046,Hisako Yamamoto,,Japan,Retail,['Fashion & Retail'],,1500.0,F,
2046,Yi Dasheng,63,China,Conglomerate,['Diversified'],,1500.0,M,-281318400000
2046,Justin Yuan,,China,Online games,['Media & Entertainment'],,1500.0,M,
2046,Yuan Zhongxue,68,China,Tires,['Manufacturing'],,1500.0,M,-463017600000
2046,Christoph Zeller,66,Liechtenstein,Dental materials,['Healthcare'],,1500.0,M,-399600000000
2046,Ivan Zhao,37,United States,Software,['Technology'],,1500.0,M,517881600000
2152,Brett Adcock,37,United States,Robots,['Technology'],CEO & founder,1400.0,M,513129600000
2152,Noubar Afeyan,61,United States,Biotech,['Healthcare'],,1400.0,M,-234748800000
2152,Radhe Shyam Agarwal,79,India,consumer goods,['Fashion & Retail'],,1400.0,M,-786240000000
2152,Hamdi Akin & family,69,Turkey,Diversified,['Diversified'],,1400.0,M,-473385600000
2152,Patricia Angelini Rossi,69,Chile,"Forestry, mining",['Diversified'],,1400.0,F,-496800000000
2152,Jose Maria Aristrain,61,Switzerland,Steel,['Metals & Mining'],,1400.0,M,-226108800000
2152,Ziv Aviram,65,Israel,Automotive technology,['Automotive'],,1400.0,M,-346982400000
2152,Tope Awotona,42,United States,Software,['Technology'],,1400.0,M,356745600000
2152,Binny Bansal,41,Singapore,Flipkart,['Technology'],,1400.0,M,407721600000
2152,Kiki Barki,84,Indonesia,Coal,['Energy'],,1400.0,M,-949968000000
2152,Othman Benjelloun & family,91,Morocco,"Banking, insurance",['Finance & Investments'],,1400.0,M,-1172880000000
2152,Anna Maria Braun,45,Germany,Medical technology,['Healthcare'],,1400.0,F,283996800000
2152,Johanna Braun,44,Germany,Medical technology,['Healthcare'],,1400.0,F,315532800000
2152,Karl Friedrich Braun,41,Germany,Medical technology,['Healthcare'],,1400.0,M,410227200000
2152,Ludwig Theodor Braun,34,Germany,Medical technology,['Healthcare'],,1400.0,M,631152000000
2152,Chang Jing,41,China,Technology,['Technology'],,1400.0,M,397008000000
2152,Chen Kaichen,,China,Household chemicals,['Manufacturing'],,1400.0,M,
2152,Ronald Clarke,68,United States,payments technology,['Technology'],CEO,1400.0,M,-453859200000
2152,Alberto Cortina,78,Spain,Investments,['Finance & Investments'],,1400.0,M,-755740800000
2152,Eduardo Costantini,77,Argentina,Real estate,['Real Estate'],,1400.0,M,-735004800000
2152,Weili Dai,62,United States,Semiconductors,['Technology'],Cofounder-President,1400.0,F,-261878400000
2152,Diego Della Valle,70,Italy,Shoes,['Fashion & Retail'],,1400.0,M,-505094400000
2152,Diona Teh Li Shian,,Singapore,Banking,['Finance & Investments'],,1400.0,F,
2152,Henry Engelhardt,66,United Kingdom,Insurance,['Finance & Investments'],Chief Executive Officer,1400.0,M,-377308800000
2152,Charles Ergen,71,United States,Satellite TV,['Media & Entertainment'],Founder and Chairman,1400.0,M,-531360000000
2152,Fang Hongbo,57,China,Home appliances,['Manufacturing'],,1400.0,M,-94694400000
2152,Gary Friedman,66,United States,Furniture retail,['Fashion & Retail'],,1400.0,M,-391478400000
2152,Fu Guangming & family,70,China,Poultry,['Food & Beverage'],,1400.0,M,-512784000000
2152,Ali Ghodsi,45,United States,Data analytics,['Technology'],,1400.0,M,281923200000
2152,Premchand Godha,77,India,Pharmaceuticals,['Healthcare'],,1400.0,M,-725846400000
2152,Artur Grynbaum,55,Brazil,Cosmetics,['Fashion & Retail'],Entrepreneur,1400.0,M,-24796800000
2152,Gu Wei,59,China,Consumer electronics,['Manufacturing'],,1400.0,M,-155520000000
2152,Anil Gupta,64,India,Cables,['Manufacturing'],,1400.0,M,-334800000000
2152,Mustafa Hamied,83,India,Pharmaceuticals,['Healthcare'],,1400.0,M,-921196800000
2152,Ayman Hariri,45,France,"Construction, investments",['Construction & Engineering'],,1400.0,M,264124800000
2152,He Zhenggang,70,China,Chemicals,['Manufacturing'],,1400.0,M,-497750400000
2152,Heikki Herlin,37,Finland,"Elevators, escalators",['Manufacturing'],,1400.0,M,536457600000
2152,Niranjan Hiranandani,74,India,Real estate,['Real Estate'],,1400.0,M,-625449600000
2152,Hua Xuande & family,80,China,Pharmaceuticals,['Healthcare'],,1400.0,M,-825984000000
2152,Huang Shan,53,China,Software,['Technology'],,1400.0,M,19008000000
2152,Clark Hunt & family,59,United States,Kansas City Chiefs,['Sports'],,1400.0,M,-153878400000
2152,Daniel Hunt & family,47,United States,Kansas City Chiefs,['Sports'],,1400.0,M,216864000000
2152,"Lamar Hunt, Jr. & family",67,United States,Kansas City Chiefs,['Sports'],,1400.0,M,-416966400000
2152,Sharron Hunt & family,66,United States,Kansas City Chiefs,['Sports'],,1400.0,F,-374803200000
2152,Jin Lei,58,China,Pharmaceuticals,['Healthcare'],,1400.0,M,-139449600000
2152,Cristina Junqueira,41,Brazil,fintech,['Finance & Investments'],,1400.0,F,400896000000
2152,Bachtiar Karim,66,Singapore,Palm oil,['Manufacturing'],,1400.0,M,-383616000000
2152,Ke Zunhong & family,69,China,Pharmaceuticals,['Healthcare'],,1400.0,M,-489283200000
2152,Brad Keywell,54,United States,"Software, investments",['Technology'],,1400.0,M,-5702400000
2152,Kim Jung-min,22,South Korea,Online gaming,['Media & Entertainment'],,1400.0,F,1009843200000
2152,Kim Jung-youn,20,South Korea,Online gaming,['Media & Entertainment'],,1400.0,F,1072915200000
2152,Jim Koch,74,United States,Beer,['Food & Beverage'],,1400.0,M,-650073600000
2152,Sergei Kolesnikov,52,Russia,Building materials,['Manufacturing'],,1400.0,M,67824000000
2152,Angelo Koo,58,Taiwan,Finance,['Finance & Investments'],,1400.0,M,-128822400000
2152,Eduard Kucera,71,Czech Republic,Software,['Technology'],,1400.0,M,-535593600000
2152,Ramesh Kunhikannan,60,India,Electronics,['Manufacturing'],,1400.0,M,-184377600000
2152,Eiichi Kuriwada,77,Japan,Package delivery,['Logistics'],,1400.0,M,-733017600000
2152,Kwek Leng Keow,72,Singapore,Diversified,['Diversified'],,1400.0,M,-568080000000
2152,Kwek Leng Peck,68,Singapore,Diversified,['Diversified'],,1400.0,M,-441849600000
2152,Christopher Kwok,38,Hong Kong,Real estate,['Real Estate'],,1400.0,M,512697600000
2152,Edward Kwok,43,Hong Kong,Real estate,['Real Estate'],,1400.0,M,354931200000
2152,Lai Jianfa,54,China,Express delivery,['Logistics'],,1400.0,M,
2152,Lee Hae-jin,56,South Korea,Internet,['Technology'],,1400.0,M,-79833600000
2152,Michael Lee-Chin,73,Canada,Mutual funds,['Finance & Investments'],,1400.0,M,-599443200000
2152,Li Jiaquan,60,China,Chemicals,['Manufacturing'],,1400.0,M,-199497600000
2152,Li Min,58,China,Semiconductor,['Technology'],,1400.0,M,-126748800000
2152,Li Qiong,46,China,online games,['Media & Entertainment'],,1400.0,F,247190400000
2152,Li Sze Lim,67,China,Real estate,['Real Estate'],,1400.0,M,-402451200000
2152,Li Weiwei,47,China,Online games,['Technology'],,1400.0,M,220924800000
2152,Li Xuhui,55,China,Soy sauce,['Food & Beverage'],,1400.0,F,-48816000000
2152,Lillian Teh Li Ming,,,Banking,['Finance & Investments'],,1400.0,F,
2152,Lillyn Teh Li Hua,,,Finance,['Finance & Investments'],,1400.0,F,
2152,Lim Chai Hock,64,Indonesia,Coal,['Energy'],,1400.0,M,-327888000000
2152,Liu Gexin & family,72,China,Pharmaceuticals,['Healthcare'],,1400.0,M,-588297600000
2152,Vincent Lo,76,Hong Kong,Real estate,['Real Estate'],,1400.0,M,-686448000000
2152,Jeffrey Lorberbaum,69,United States,Flooring,['Manufacturing'],,1400.0,M,-479260800000
2152,Frederic Luddy,69,United States,Software,['Technology'],Founder and Chief Product Officer,1400.0,M,-476668800000
2152,Luo Yangyong & family,48,China,Mining,['Metals & Mining'],,1400.0,M,170899200000
2152,Frank McCourt,70,United States,baseball,['Sports'],,1400.0,M,-517017600000
2152,Miao Yongjun,56,China,Clinical diagnostics,['Healthcare'],,1400.0,M,-65836800000
2152,Mario Moretti Polegato & family,71,Italy,Shoes,['Fashion & Retail'],,1400.0,M,-548380800000
2152,Toshio Motoya,80,Japan,Hotels,['Service'],,1400.0,M,-836524800000
2152,Mu Rongjun,44,China,E-commerce,['Technology'],,1400.0,M,315532800000
2152,Marius Nacht,58,Israel,Software,['Technology'],,1400.0,M,-126230400000
2152,Nan Cunhui,60,China,Power equipment,['Manufacturing'],,1400.0,M,-204595200000
2152,Randal Nardone,68,United States,"Investments, energy",['Finance & Investments'],,1400.0,M,-458524800000
2152,Paul Novelly & family,80,United States,Oil,['Energy'],,1400.0,M,-832118400000
2152,Femi Otedola,61,Nigeria,Energy and Utilities,['Energy'],,1400.0,M,-225936000000
2152,Pan Laican,,China,Soy sauce,['Food & Beverage'],,1400.0,M,
2152,David Paul,57,United States,Medical devices,['Healthcare'],Founder and Executive Chairman,1400.0,M,-95299200000
2152,Adrian Paval,55,Romania,Retail,['Fashion & Retail'],,1400.0,M,-40176000000
2152,Tyler Perry,54,United States,"Movies, television",['Media & Entertainment'],Director,1400.0,M,-9417600000
2152,Marie-Hélène Peugeot-Roncoroni & family,63,France,"Peugeot, investments",['Finance & Investments'],,1400.0,F,-287884800000
2152,Mark Pincus,58,United States,Online games,['Technology'],Chairman,1400.0,M,-122515200000
2152,Réal Plourde,,Canada,Convenience stores,['Fashion & Retail'],,1400.0,M,
2152,Qin Long,58,China,Tire,['Manufacturing'],,1400.0,M,-142128000000
2152,Mochtar Riady & family,94,Indonesia,diversified,['Diversified'],,1400.0,M,-1282521600000
2152,Francisco Jose Riberas Mera,59,Spain,"Steel, autoparts",['Manufacturing'],,1400.0,M,-176256000000
2152,Juan Maria Riberas Mera,55,Spain,"Steel, investments",['Metals & Mining'],,1400.0,M,-39484800000
2152,Rihanna,36,United States,"Music, cosmetics",['Fashion & Retail'],Musician,1400.0,F,572313600000
2152,Alessandro Rosano,,Hong Kong,Shoes,['Fashion & Retail'],,1400.0,M,
2152,Boris Rotenberg,67,Russia,"Construction, pipes, chemicals",['Construction & Engineering'],,1400.0,M,-410054400000
2152,Igor Rybakov,51,Russia,Building materials,['Manufacturing'],,1400.0,M,74822400000
2152,Ryu Kwang-ji,57,South Korea,chemicals,['Manufacturing'],,1400.0,M,-113788800000
2152,Ivan Savvidis & family,65,Russia,Agribusiness,['Diversified'],,1400.0,M,-339811200000
2152,Steven Schuurman,48,Netherlands,software,['Technology'],,1400.0,M,180748800000
2152,Antonio Luiz Seabra,81,United Kingdom,Cosmetics,['Fashion & Retail'],,1400.0,M,-852076800000
2152,Shao Genhuo,58,China,Agribusiness,['Food & Beverage'],,1400.0,M,-139708800000
2152,Eric Ya Shen,53,China,Online apparel retail,['Technology'],,1400.0,M,31536000000
2152,Keiichi Shibahara,59,Japan,Healthcare,['Healthcare'],,1400.0,M,-165024000000
2152,Sergey Shnayder & family,57,Russia,Retail,['Fashion & Retail'],,1400.0,M,-111888000000
2152,Maxim Shubarev,55,Russia,Real Estate,['Real Estate'],,1400.0,M,-50630400000
2152,Jared Smith,49,United States,Cloud computing,['Technology'],,1400.0,M,149904000000
2152,Su Suyu & family,75,China,"Utilities, real estate",['Real Estate'],,1400.0,F,-665971200000
2152,Sze Man Bok,74,China,Hygiene products,['Manufacturing'],,1400.0,M,-631152000000
2152,Tony Tan Caktiong,71,Philippines,Food,['Food & Beverage'],,1400.0,M,-536112000000
2152,Tang Jinkui & family,68,China,"Textiles, petrochemicals",['Manufacturing'],,1400.0,M,-450835200000
2152,Lina Tombolato,76,Italy,Financial services,['Finance & Investments'],,1400.0,F,-707875200000
2152,Mario Verrocchi,66,Australia,Pharmacies,['Fashion & Retail'],,1400.0,M,-392083200000
2152,Wan Long,83,China,Food,['Food & Beverage'],,1400.0,M,-925689600000
2152,Wang Linpeng,55,China,Furniture retailing,['Construction & Engineering'],,1400.0,M,-52704000000
2152,Wang Zhenhua,62,China,Real estate,['Real Estate'],,1400.0,M,-247363200000
2152,William Teh Lee Pang,,Malaysia,Banking,['Finance & Investments'],,1400.0,M,
2152,Gordon Wu,88,Hong Kong,Real estate,['Real Estate'],,1400.0,M,-1075507200000
2152,Swift Xie,44,China,Drones,['Technology'],Chief Marketing Officer,1400.0,M,315532800000
2152,Xu Zhihan,51,China,Electronics,['Technology'],,1400.0,M,91929600000
2152,Igor Yakovlev,58,Russia,home appliance stores,['Fashion & Retail'],,1400.0,M,-138326400000
2152,Yang Xuegang,59,China,Coking,['Manufacturing'],,1400.0,M,-155088000000
2152,Yoshiaki Yoshida,83,Japan,Cosmetics,['Fashion & Retail'],,1400.0,M,-912556800000
2152,Yuan Fugen & family,73,China,Metal processing,['Manufacturing'],,1400.0,M,-603676800000
2152,Zeng Kaitian,49,China,Online games,['Technology'],,1400.0,M,157766400000
2152,Zhang Hongwei,69,China,"Oil, banking",['Diversified'],,1400.0,M,-473904000000
2152,Zhang Liguo,60,China,skincare,['Manufacturing'],,1400.0,M,-189388800000
2152,Zhang Xiaojuan,54,China,Logistics,['Logistics'],,1400.0,F,-7948800000
2152,Nir Zuk,53,Israel,software,['Technology'],,1400.0,M,37152000000
2287,Vijay Agarwal,75,India,Construction equipment,['Automotive'],,1300.0,M,-661651200000
2287,Syed Mokhtar AlBukhary,72,Malaysia,"Engineering, automotive",['Construction & Engineering'],,1300.0,M,-569808000000
2287,Alberto Alcocer,81,Spain,Investments,['Finance & Investments'],,1300.0,M,-854236800000
2287,Dmitry Alexeyev,49,Russia,Retail,['Fashion & Retail'],,1300.0,M,137462400000
2287,Thomas Bailey,87,United States,Money management,['Finance & Investments'],,1300.0,M,-1041379200000
2287,Elena Baturina,61,United Kingdom,"Investments, real estate",['Construction & Engineering'],,1300.0,F,-215222400000
2287,Angela Bennett,80,Australia,Mining,['Metals & Mining'],,1300.0,F,-812678400000
2287,Sara Blakely,53,United States,Spanx,['Fashion & Retail'],Founder,1300.0,F,36460800000
2287,Lloyd Blankfein,69,United States,Banking,['Finance & Investments'],CEO,1300.0,M,-482284800000
2287,Josef Boquoi & family,90,Germany,Frozen foods,['Food & Beverage'],,1300.0,M,-1136073600000
2287,Christian Chabot,,United States,Software,['Technology'],,1300.0,M,
2287,Chen Huwen,53,China,Stationery,['Manufacturing'],,1300.0,M,15638400000
2287,Chen Qiongxiang,,China,Batteries,['Energy'],,1300.0,F,
2287,Cheng Zhenghui,59,China,medical equipment,['Healthcare'],,1300.0,M,-158025600000
2287,Darwin Deason,83,United States,Software,['Service'],,1300.0,M,-935193600000
2287,Richard Desmond,72,United Kingdom,Publishing,['Media & Entertainment'],,1300.0,M,-570153600000
2287,Faruk Eczacibasi,69,Turkey,"Pharmaceuticals, diversified",['Diversified'],,1300.0,M,-490665600000
2287,David Fattal & family,66,Israel,hotels,['Service'],,1300.0,M,-395366400000
2287,Zsolt Felcsuti,52,Hungary,Manufacturing,['Manufacturing'],,1300.0,M,44064000000
2287,Benedicte Find,69,Denmark,Medical devices,['Healthcare'],,1300.0,F,-482198400000
2287,Paul Fireman,80,United States,Reebok,['Fashion & Retail'],,1300.0,M,-816739200000
2287,Ben Francis,31,United Kingdom,Fitness clothing,['Fashion & Retail'],,1300.0,M,707616000000
2287,William Franke,86,United States,Low-cost airlines,['Diversified'],,1300.0,M,-1032393600000
2287,Joel Greenberg,66,United States,"Trading, investments",['Finance & Investments'],,1300.0,M,-390355200000
2287,Polys Haji-Ioannou,64,Monaco,EasyJet,['Service'],,1300.0,M,-314755200000
2287,Huang Chulong,65,China,Real estate,['Real Estate'],,1300.0,M,-347155200000
2287,Huang Qiaoling,65,China,Amusement parks,['Media & Entertainment'],,1300.0,M,-351216000000
2287,Hui Lin Chit,70,China,Hygiene products,['Manufacturing'],,1300.0,M,-522115200000
2287,Mohammed Ibrahim,77,United Kingdom,Communications,['Telecom'],Founder,1300.0,M,-746841600000
2287,Girdhari Jaisinghani,79,India,Cables & wires,['Manufacturing'],,1300.0,M,-806716800000
2287,James Jannard,74,United States,Sunglasses,['Fashion & Retail'],,1300.0,M,-649036800000
2287,Johan Johannson,57,Norway,Grocery stores,['Fashion & Retail'],,1300.0,M,-94694400000
2287,Fumio Kaneko,67,Japan,Waste management,['Service'],,1300.0,M,-416793600000
2287,Shirley Kao,67,Taiwan,Food & beverage retailing,['Food & Beverage'],,1300.0,F,-420681600000
2287,Yuri Karptsov,60,Russia,Retail,['Fashion & Retail'],,1300.0,M,-188179200000
2287,Richard Kayne,78,United States,Investments,['Finance & Investments'],,1300.0,M,-757382400000
2287,Peter Kelly,66,United Kingdom,I.T.,['Technology'],,1300.0,M,-394588800000
2287,Seth Klarman,66,United States,Investments,['Finance & Investments'],Investor,1300.0,M,-399859200000
2287,Christine Knauf,,Germany,Building materials,['Manufacturing'],,1300.0,F,
2287,Karl Knauf,,Germany,Building materials,['Manufacturing'],,1300.0,M,
2287,Michael Krasny,70,United States,Retail,['Technology'],Investor,1300.0,M,-517536000000
2287,Suresh Krishna,87,India,Auto parts,['Automotive'],,1300.0,M,-1042070400000
2287,Arvind Lal,74,India,Medical diagnostics,['Healthcare'],,1300.0,M,-642556800000
2287,Manuel Lao Hernández & family,79,Spain,Casinos,['Gambling & Casinos'],,1300.0,M,-806630400000
2287,Lin Chang Su-O,83,Taiwan,Real estate,['Real Estate'],,1300.0,F,-928368000000
2287,Lin Lairong & family,55,China,Iron ore mining,['Metals & Mining'],,1300.0,M,-44064000000
2287,Michel Litvak,72,United Arab Emirates,Seaport,['Logistics'],,1300.0,M,-579830400000
2287,Simone Maag de Moura Cunha,,Switzerland,Medical Devices,['Healthcare'],,1300.0,F,
2287,"Cargill MacMillan, III.",64,United States,Cargill,['Food & Beverage'],,1300.0,M,-316569600000
2287,John MacMillan,74,United States,Cargill,['Food & Beverage'],,1300.0,M,-640051200000
2287,Martha MacMillan,72,United States,Cargill,['Food & Beverage'],,1300.0,F,-576028800000
2287,William MacMillan,69,United States,Cargill,['Food & Beverage'],,1300.0,M,-492480000000
2287,Gary Magness,70,United States,"Cable TV, investments",['Media & Entertainment'],,1300.0,M,-500083200000
2287,Roy Mann,45,Israel,software,['Technology'],,1300.0,M,268099200000
2287,Youssef Mansour,78,Egypt,Diversified,['Diversified'],,1300.0,M,-776822400000
2287,Charlwin Mao,,China,E-commerce,['Fashion & Retail'],,1300.0,M,
2287,Bruce Mathieson,80,Australia,Hotels,['Real Estate'],,1300.0,M,-816739200000
2287,Alexander Mikhalskiy,64,Switzerland,retail,['Fashion & Retail'],,1300.0,M,-333331200000
2287,Andrei Molchanov,52,Russia,Construction materials,['Construction & Engineering'],,1300.0,M,54518400000
2287,Martin Moller Nielsen,59,Switzerland,Aircraft leasing,['Logistics'],,1300.0,M,-170985600000
2287,Ulrich Mommert & family,83,,Lighting,['Automotive'],,1300.0,M,-914284800000
2287,George Alexander Muthoot,68,India,Financial services,['Finance & Investments'],,1300.0,M,-451094400000
2287,George Jacob Muthoot,71,India,Financial services,['Finance & Investments'],,1300.0,M,-545270400000
2287,George Thomas Muthoot,73,India,Financial services,['Finance & Investments'],,1300.0,M,-600220800000
2287,Sara George Muthoot,63,India,Financial services,['Finance & Investments'],,1300.0,F,-305942400000
2287,Ivan Müller Botelho,90,Brazil,Power Generation,['Energy'],,1300.0,M,-1129680000000
2287,Albert Nahmad,83,United States,Air conditioning parts,['Manufacturing'],Entrepreneur,1300.0,M,-921888000000
2287,Jahm Najafi,61,United States,Investments,['Finance & Investments'],,1300.0,M,-214272000000
2287,Nie Tengyun & family,48,China,Logistics,['Service'],,1300.0,M,191289600000
2287,Sjamsul Nursalim,82,Singapore,"Tires, retail",['Automotive'],,1300.0,M,-882057600000
2287,Vitaly Orlov,59,Russia,Fisheries,['Food & Beverage'],,1300.0,M,-157766400000
2287,Pan Dong,59,Hong Kong,Consumer goods,['Fashion & Retail'],,1300.0,F,-157766400000
2287,Jose Isaac Peres & family,83,Brazil,Shopping malls,['Real Estate'],,1300.0,M,-929577600000
2287,Markus Persson,44,Sweden,Computer games,['Media & Entertainment'],,1300.0,M,297043200000
2287,Robert Peugeot & family,73,France,"Peugeot, investments",['Finance & Investments'],,1300.0,M,-621302400000
2287,Qiu Minxiu,78,China,Semiconductors,['Technology'],,1300.0,F,-766540800000
2287,Qu Miranda,39,China,E-commerce,['Fashion & Retail'],,1300.0,F,473385600000
2287,Irfan Razack,70,India,Real estate,['Real Estate'],,1300.0,M,-510364800000
2287,Noaman Razack,66,India,Real estate,['Real Estate'],,1300.0,M,-380246400000
2287,Rezwan Razack,69,India,Real estate,['Real Estate'],,1300.0,M,-469929600000
2287,Richard Saghian,42,United States,Fast fashion,['Fashion & Retail'],,1300.0,M,365904000000
2287,Nobutada Saji,78,Japan,Beverages,['Food & Beverage'],,1300.0,M,-760579200000
2287,Denis Shtengelov,51,Australia,"Food, retail",['Food & Beverage'],,1300.0,M,74649600000
2287,Michael Spencer,68,United Kingdom,Stock exchange,['Finance & Investments'],,1300.0,M,-460512000000
2287,Joseph Steinberg,80,United States,Investments,['Finance & Investments'],,1300.0,M,-817516800000
2287,Michael Steinhardt,83,United States,Hedge funds,['Finance & Investments'],,1300.0,M,-917308800000
2287,Petter Stordalen & family,61,Norway,Hotels,['Service'],,1300.0,M,-223776000000
2287,Lisa Su,54,United States,Semiconductors,['Technology'],CEO,1300.0,F,-4752000000
2287,Eddy Sugianto,78,Indonesia,Coal,['Metals & Mining'],,1300.0,M,-753840000000
2287,Suh Kyung-bae,61,South Korea,Cosmetics,['Fashion & Retail'],Chairman,1300.0,M,-219801600000
2287,Sun Huaiqing & family,54,China,Cosmetics,['Fashion & Retail'],,1300.0,M,-7862400000
2287,Sehat Sutardja,62,United States,Semiconductors,['Technology'],,1300.0,M,-267667200000
2287,Min-Liang Tan,46,Singapore,gaming,['Media & Entertainment'],,1300.0,M,247536000000
2287,Sam Tarascio,79,Australia,Real estate,['Real Estate'],,1300.0,M,-803001600000
2287,James Tisch,71,United States,Loews,['Diversified'],,1300.0,M,-535248000000
2287,Haryanto Tjiptodihardjo,60,Indonesia,Manufacturing,['Manufacturing'],,1300.0,M,-210643200000
2287,Michael Tojner,58,Austria,"Batteries, investments",['Manufacturing'],,1300.0,M,-118540800000
2287,Naresh Trehan,77,India,Hospitals,['Healthcare'],,1300.0,M,-738115200000
